City,Country,ISO_Country_Code,Region,Month,Item,Quantity,Unit,Price_Local,Currency_Local,Price_USD,Exchange_Rate,YoY_Inflation_Estimate_Pct,FAO_Index_Value,FAO_Index_Date,FAO_YoY_Change_Pct,USDA_All_Food_Forecast_Pct,USDA_Food_At_Home_Pct,Data_Collection_Date,Population_Estimate,Breakfast_Basket_USD,Relative_Item_Price_Pct,z_score_price_usd,scaled_Population_Estimate,scaled_Exchange_Rate,scaled_YoY_Inflation_Estimate_Pct,Continent_Africa,Continent_Asia,Continent_Europe,Continent_North America,Continent_Oceania,Continent_South America,Item_Category_Bakery,Item_Category_Dairy,Item_Category_Dairy & Eggs,Item_Category_Fruits,Item_Category_Grains,Item_Category_Meat,Item_Category_Vegetables
Prague,Czech Republic,CZE,Eastern Europe,2026-03-01,White Rice (1 kg),1.0,kg,45.83,CZK,1.98,0.0432,5.5,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,1309000,8.78,22.55125284738041,-0.5263278877729115,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,1,0,0
Prague,Czech Republic,CZE,Eastern Europe,2025-10-01,"Eggs (Regular, 12)",12.0,pieces,81.25,CZK,3.51,0.0432,5.5,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,1309000,8.43,41.637010676156585,0.2674362376862064,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,1,0,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2025-11-01,"Eggs (Regular, 12)",12.0,pieces,82.64,CZK,3.57,0.0432,5.5,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,1309000,8.64,41.31944444444444,0.3107818704235973,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,1,0,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2025-12-01,"Eggs (Regular, 12)",12.0,pieces,82.41,CZK,3.56,0.0432,5.5,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,1309000,8.56,41.58878504672897,0.30355759830069895,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,1,0,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2026-01-01,"Eggs (Regular, 12)",12.0,pieces,81.71,CZK,3.53,0.0432,5.5,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,1309000,8.55,41.28654970760233,0.28188478193200334,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,1,0,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2026-02-01,"Eggs (Regular, 12)",12.0,pieces,87.5,CZK,3.78,0.0432,5.5,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,1309000,8.93,42.329227323628224,0.46249158500446524,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,1,0,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2026-03-01,"Eggs (Regular, 12)",12.0,pieces,85.19,CZK,3.68,0.0432,5.5,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,1309000,8.78,41.91343963553531,0.39024886377548074,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,1,0,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2025-10-01,Local Cheese (1 kg),1.0,kg,318.52,CZK,13.76,0.0432,5.5,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,1309000,8.43,163.22657176749703,0.5212223136511522,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,1,0,0,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2025-11-01,Local Cheese (1 kg),1.0,kg,309.26,CZK,13.36,0.0432,5.5,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,1309000,8.64,154.62962962962962,0.4268501815440147,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,1,0,0,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2025-12-01,Local Cheese (1 kg),1.0,kg,323.84,CZK,13.99,0.0432,5.5,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,1309000,8.56,163.43457943925233,0.5754862896127564,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,1,0,0,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2026-01-01,Local Cheese (1 kg),1.0,kg,325.93,CZK,14.08,0.0432,5.5,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,1309000,8.55,164.6783625730994,0.5967200193368624,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,1,0,0,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2026-02-01,Local Cheese (1 kg),1.0,kg,322.92,CZK,13.95,0.0432,5.5,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,1309000,8.93,156.21500559910416,0.5660490764020425,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,1,0,0,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2026-03-01,Local Cheese (1 kg),1.0,kg,322.45,CZK,13.93,0.0432,5.5,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,1309000,8.78,158.65603644646927,0.5613304697966857,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,1,0,0,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2025-10-01,Chicken Fillets (1 kg),1.0,kg,226.85,CZK,9.8,0.0432,5.5,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,1309000,8.43,116.2514827995255,0.33440860394274674,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,1,0
Prague,Czech Republic,CZE,Eastern Europe,2025-11-01,Chicken Fillets (1 kg),1.0,kg,234.95,CZK,10.15,0.0432,5.5,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,1309000,8.64,117.47685185185183,0.4167287203289756,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,1,0
Prague,Czech Republic,CZE,Eastern Europe,2025-12-01,Chicken Fillets (1 kg),1.0,kg,237.5,CZK,10.26,0.0432,5.5,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,1309000,8.56,119.85981308411213,0.4426007569075046,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,1,0
Prague,Czech Republic,CZE,Eastern Europe,2026-01-01,Chicken Fillets (1 kg),1.0,kg,239.12,CZK,10.33,0.0432,5.5,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,1309000,8.55,120.81871345029238,0.45906478018475044,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,1,0
Prague,Czech Republic,CZE,Eastern Europe,2026-02-01,Chicken Fillets (1 kg),1.0,kg,232.64,CZK,10.05,0.0432,5.5,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,1309000,8.93,112.54199328107504,0.3932086870757674,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,1,0
Prague,Czech Republic,CZE,Eastern Europe,2026-03-01,Chicken Fillets (1 kg),1.0,kg,236.57,CZK,10.22,0.0432,5.5,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,1309000,8.78,116.40091116173122,0.43319274360622145,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,1,0
Prague,Czech Republic,CZE,Eastern Europe,2025-10-01,Beef Round (1 kg),1.0,kg,268.98,CZK,11.62,0.0432,5.5,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,1309000,8.43,137.84104389086596,-0.6536187860884104,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,1,0
Prague,Czech Republic,CZE,Eastern Europe,2025-11-01,Beef Round (1 kg),1.0,kg,265.28,CZK,11.46,0.0432,5.5,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,1309000,8.64,132.63888888888889,-0.6728670850186967,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,1,0
Prague,Czech Republic,CZE,Eastern Europe,2025-12-01,Beef Round (1 kg),1.0,kg,275.69,CZK,11.91,0.0432,5.5,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,1309000,8.56,139.13551401869157,-0.618731244277266,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,1,0
Prague,Czech Republic,CZE,Eastern Europe,2026-01-01,Beef Round (1 kg),1.0,kg,272.92,CZK,11.79,0.0432,5.5,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,1309000,8.55,137.89473684210526,-0.6331674684749811,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,1,0
Prague,Czech Republic,CZE,Eastern Europe,2026-02-01,Beef Round (1 kg),1.0,kg,267.82,CZK,11.57,0.0432,5.5,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,1309000,8.93,129.56326987681973,-0.6596338795041249,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,1,0
Prague,Czech Republic,CZE,Eastern Europe,2026-03-01,Beef Round (1 kg),1.0,kg,274.54,CZK,11.86,0.0432,5.5,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,1309000,8.78,135.07972665148066,-0.6247463376929806,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,1,0
Prague,Czech Republic,CZE,Eastern Europe,2025-10-01,Apples (1 kg),1.0,kg,39.81,CZK,1.72,0.0432,5.5,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,1309000,8.43,20.40332147093713,-0.9533181545628573,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,1,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2025-11-01,Apples (1 kg),1.0,kg,42.59,CZK,1.84,0.0432,5.5,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,1309000,8.64,21.296296296296298,-0.85733618803549,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,1,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2025-12-01,Apples (1 kg),1.0,kg,43.98,CZK,1.9,0.0432,5.5,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,1309000,8.56,22.196261682242987,-0.8093452047718067,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,1,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2026-01-01,Apples (1 kg),1.0,kg,41.67,CZK,1.8,0.0432,5.5,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,1309000,8.55,21.052631578947366,-0.8893301768779458,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,1,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2026-02-01,Apples (1 kg),1.0,kg,42.13,CZK,1.82,0.0432,5.5,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,1309000,8.93,20.38073908174692,-0.873333182456718,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,1,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2026-03-01,Apples (1 kg),1.0,kg,42.82,CZK,1.85,0.0432,5.5,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,1309000,8.78,21.07061503416857,-0.8493376908248762,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,1,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2025-10-01,Bananas (1 kg),1.0,kg,39.81,CZK,1.72,0.0432,5.5,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,1309000,8.43,20.40332147093713,-0.40549971459966627,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,1,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2025-11-01,Bananas (1 kg),1.0,kg,42.59,CZK,1.84,0.0432,5.5,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,1309000,8.64,21.296296296296298,-0.2802215247768092,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,1,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2025-12-01,Bananas (1 kg),1.0,kg,42.13,CZK,1.82,0.0432,5.5,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,1309000,8.56,21.261682242990652,-0.30110122308061876,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,1,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2026-01-01,Bananas (1 kg),1.0,kg,42.59,CZK,1.84,0.0432,5.5,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,1309000,8.55,21.52046783625731,-0.2802215247768092,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,1,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2026-02-01,Bananas (1 kg),1.0,kg,42.13,CZK,1.82,0.0432,5.5,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,1309000,8.93,20.38073908174692,-0.30110122308061876,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,1,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2026-03-01,Bananas (1 kg),1.0,kg,42.82,CZK,1.85,0.0432,5.5,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,1309000,8.78,21.07061503416857,-0.26978167562490446,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,1,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2025-10-01,Oranges (1 kg),1.0,kg,51.62,CZK,2.23,0.0432,5.5,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,1309000,8.43,26.453143534994066,-0.1719355674387799,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,1,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2025-11-01,Oranges (1 kg),1.0,kg,56.48,CZK,2.44,0.0432,5.5,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,1309000,8.64,28.240740740740737,0.011733198556281129,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,1,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2025-12-01,Oranges (1 kg),1.0,kg,55.09,CZK,2.38,0.0432,5.5,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,1309000,8.56,27.803738317757006,-0.04074359172802208,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,1,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2026-01-01,Oranges (1 kg),1.0,kg,55.79,CZK,2.41,0.0432,5.5,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,1309000,8.55,28.18713450292398,-0.014505196585870283,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,1,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2026-02-01,Oranges (1 kg),1.0,kg,55.79,CZK,2.41,0.0432,5.5,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,1309000,8.93,26.98768197088466,-0.014505196585870283,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,1,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2026-03-01,Oranges (1 kg),1.0,kg,56.02,CZK,2.42,0.0432,5.5,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,1309000,8.78,27.5626423690205,-0.005759064871819942,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,1,0,0,0
Prague,Czech Republic,CZE,Eastern Europe,2025-10-01,Tomatoes (1 kg),1.0,kg,59.95,CZK,2.59,0.0432,5.5,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,1309000,8.43,30.723606168446025,-0.4599752350707751,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2025-11-01,Tomatoes (1 kg),1.0,kg,66.67,CZK,2.88,0.0432,5.5,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,1309000,8.64,33.33333333333333,-0.33311106873867935,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2025-12-01,Tomatoes (1 kg),1.0,kg,68.52,CZK,2.96,0.0432,5.5,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,1309000,8.56,34.57943925233645,-0.29811405733672186,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2026-01-01,Tomatoes (1 kg),1.0,kg,66.9,CZK,2.89,0.0432,5.5,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,1309000,8.55,33.80116959064327,-0.3287364423134346,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2026-02-01,Tomatoes (1 kg),1.0,kg,68.29,CZK,2.95,0.0432,5.5,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,1309000,8.93,33.03471444568869,-0.30248868376196647,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2026-03-01,Tomatoes (1 kg),1.0,kg,66.9,CZK,2.89,0.0432,5.5,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,1309000,8.78,32.91571753986333,-0.3287364423134346,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2025-10-01,Potatoes (1 kg),1.0,kg,31.94,CZK,1.38,0.0432,5.5,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,1309000,8.43,16.370106761565836,-0.28347860747555653,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2025-11-01,Potatoes (1 kg),1.0,kg,36.34,CZK,1.57,0.0432,5.5,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,1309000,8.64,18.171296296296298,-0.05725526155117954,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2025-12-01,Potatoes (1 kg),1.0,kg,35.42,CZK,1.53,0.0432,5.5,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,1309000,8.56,17.873831775700936,-0.10488122911420628,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2026-01-01,Potatoes (1 kg),1.0,kg,34.72,CZK,1.5,0.0432,5.5,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,1309000,8.55,17.543859649122805,-0.14060070478647632,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2026-02-01,Potatoes (1 kg),1.0,kg,33.56,CZK,1.45,0.0432,5.5,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,1309000,8.93,16.23740201567749,-0.20013316424025976,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2026-03-01,Potatoes (1 kg),1.0,kg,34.72,CZK,1.5,0.0432,5.5,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,1309000,8.78,17.084282460136677,-0.14060070478647632,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2025-10-01,Onions (1 kg),1.0,kg,25.69,CZK,1.11,0.0432,5.5,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,1309000,8.43,13.16725978647687,-0.6500230722081409,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2025-11-01,Onions (1 kg),1.0,kg,28.24,CZK,1.22,0.0432,5.5,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,1309000,8.64,14.120370370370368,-0.5708761528459764,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2025-12-01,Onions (1 kg),1.0,kg,28.7,CZK,1.24,0.0432,5.5,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,1309000,8.56,14.485981308411214,-0.5564858038710373,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2026-01-01,Onions (1 kg),1.0,kg,27.31,CZK,1.18,0.0432,5.5,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,1309000,8.55,13.801169590643273,-0.5996568507958544,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2026-02-01,Onions (1 kg),1.0,kg,26.85,CZK,1.16,0.0432,5.5,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,1309000,8.93,12.989921612541993,-0.6140471997707935,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2026-03-01,Onions (1 kg),1.0,kg,27.55,CZK,1.19,0.0432,5.5,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,1309000,8.78,13.55353075170843,-0.5924616763083849,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2025-10-01,Lettuce (1 Head),1.0,head,33.1,CZK,1.43,0.0432,5.5,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,1309000,8.43,16.9632265717675,-0.019694849336253522,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2025-11-01,Lettuce (1 Head),1.0,head,37.96,CZK,1.64,0.0432,5.5,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,1309000,8.64,18.98148148148148,0.28305437466063277,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2025-12-01,Lettuce (1 Head),1.0,head,39.12,CZK,1.69,0.0432,5.5,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,1309000,8.56,19.742990654205606,0.3551375232313201,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2026-01-01,Lettuce (1 Head),1.0,head,37.27,CZK,1.61,0.0432,5.5,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,1309000,8.55,18.830409356725145,0.23980448551822073,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2026-02-01,Lettuce (1 Head),1.0,head,37.5,CZK,1.62,0.0432,5.5,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,1309000,8.93,18.141097424412095,0.2542211152323582,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Prague,Czech Republic,CZE,Eastern Europe,2026-03-01,Lettuce (1 Head),1.0,head,37.04,CZK,1.6,0.0432,5.5,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,1309000,8.78,18.223234624145785,0.22538785580408327,-0.6499262423994987,-0.742343261406489,-0.01087692227555007,0,0,1,0,0,0,0,0,0,0,0,0,1
Budapest,Hungary,HUN,Eastern Europe,2025-10-01,Milk (1 Liter),1.0,liter,448.91,HUF,1.23,0.00274,5.5,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,1752286,8.23,14.945321992709598,-0.5865962601015453,-0.5613703386504656,-0.8100552446065082,-0.01087692227555007,0,0,1,0,0,0,0,1,0,0,0,0,0
Budapest,Hungary,HUN,Eastern Europe,2025-11-01,Milk (1 Liter),1.0,liter,448.91,HUF,1.23,0.00274,5.5,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,1752286,8.18,15.036674816625917,-0.5865962601015453,-0.5613703386504656,-0.8100552446065082,-0.01087692227555007,0,0,1,0,0,0,0,1,0,0,0,0,0
Budapest,Hungary,HUN,Eastern Europe,2025-12-01,Milk (1 Liter),1.0,liter,459.85,HUF,1.26,0.00274,5.5,125.8,2025-12-01,-1.0,3.1,2.5,2026-03-20,1752286,8.38,15.03579952267303,-0.529848886216832,-0.5613703386504656,-0.8100552446065082,-0.01087692227555007,0,0,1,0,0,0,0,1,0,0,0,0,0
Budapest,Hungary,HUN,Eastern Europe,2026-01-01,Milk (1 Liter),1.0,liter,467.15,HUF,1.28,0.00274,5.5,124.2,2026-01-01,-1.0,3.1,2.5,2026-03-20,1752286,8.27,15.477629987908104,-0.49201730362702306,-0.5613703386504656,-0.8100552446065082,-0.01087692227555007,0,0,1,0,0,0,0,1,0,0,0,0,0
Budapest,Hungary,HUN,Eastern Europe,2026-02-01,Milk (1 Liter),1.0,liter,467.15,HUF,1.28,0.00274,5.5,125.3,2026-02-01,-1.0,3.1,2.5,2026-03-20,1752286,8.43,15.183867141162516,-0.49201730362702306,-0.5613703386504656,-0.8100552446065082,-0.01087692227555007,0,0,1,0,0,0,0,1,0,0,0,0,0
Budapest,Hungary,HUN,Eastern Europe,2026-03-01,Milk (1 Liter),1.0,liter,467.15,HUF,1.28,0.00274,5.5,126.0,2026-03-01,-1.0,3.1,2.5,2026-03-20,1752286,8.4,15.238095238095237,-0.49201730362702306,-0.5613703386504656,-0.8100552446065082,-0.01087692227555007,0,0,1,0,0,0,0,1,0,0,0,0,0
Budapest,Hungary,HUN,Eastern Europe,2025-10-01,Fresh White Bread (500g),500.0,grams,594.89,HUF,1.63,0.00274,5.5,127.1,2025-10-01,-1.0,3.1,2.5,2026-03-20,1752286,8.23,19.805589307411907,-0.16658483303211008,-0.5613703386504656,-0.8100552446065082,-0.01087692227555007,0,0,1,0,0,0,1,0,0,0,0,0,0
Budapest,Hungary,HUN,Eastern Europe,2025-11-01,Fresh White Bread (500g),500.0,grams,580.29,HUF,1.59,0.00274,5.5,126.2,2025-11-01,-1.0,3.1,2.5,2026-03-20,1752286,8.18,19.43765281173594,-0.2067066057653515,-0.5613703386504656,-0.8100552446065082,-0.01087692227555007,0,0,1,0,0,0,1,0,0,0,0,0,0
